id,text,cleaned_text,label_name,label
11174,cologne arab gang stole from churches to fund isis | full story :,cologne arab gang stole from churches to fund isis | full story :,Not HS,0
11175,jewish holocaust survivor who claimed to have escaped auschwitz admits he lied for years va,jewish holocaust survivor who claimed to have escaped auschwitz admits he lied for years va,Implicit HS,2
11176,"  "" white supremacist "" "" check "" "" kkk "" "" checkrational thought . missing . """," "" white supremacist "" "" check "" "" kkk "" "" checkrational thought . missing . """,Not HS,0
11177," rt michigan state student :  "" it is not okay to be white "" "" :/ / """," rt michigan state student : "" it is not okay to be white "" "" : / / """,Implicit HS,2
11178,beautiful day down south !,beautiful day down south !,Not HS,0
11179,how is it you guys haven't figured out this was a staged op ? very disheartening that the alt-right seem,how is it you guys haven't figured out this was a staged op ? very disheartening that the alt-right seem,Not HS,0
11180,: remember harvard professor who want to abolish the white race,: remember harvard professor who want to abolish the white race,Not HS,0
11181,the human cost of the attack on religious liberty via #christianpersecution #1a,the human cost of the attack on religious liberty via christianpersecution 1a,Not HS,0
11182,cabela's is the last stand of implicit white identity .,cabela's is the last stand of implicit white identity .,Implicit HS,2
11183,% of remaining delegates trump must win for 1237 : - if cruz takes all wi delegates : 59 % - if they split : 57 % - if trump takes all : 54 %,% of remaining delegates trump must win for 1237 : - if cruz takes all wi delegates : 59 % - if they split : 57 % - if trump takes all : 54 %,Not HS,0
11184,shaun is black . why are you obsessed with his race ? you like white boys ? skinny lil white boys ?,shaun is black . why are you obsessed with his race ? you like white boys ? skinny lil white boys ?,Implicit HS,2
11185,dozens of verses that abrogated & superseded by tolerant ones then violent ones !,dozens of verses that abrogated & superseded by tolerant ones then violent ones !,Not HS,0
11186,uh ... wait a minute . america was defined by white racial identity until the 1960s,uh ... wait a minute . america was defined by white racial identity until the 1960s,Implicit HS,2
11187,the hate & need to control #blacklives still burns strong in the ranks of the #dnc #dems,the hate & need to control blacklives still burns strong in the ranks of the dnc dems,Not HS,0
11188,the capitalist and islamic fanatic are true devil they should thrashed by massive nationalist fist,the capitalist and islamic fanatic are true devil they should thrashed by massive nationalist fist,Explicit HS,1
11189,the rules for white people at michael brown vigil in torontorevealed via,the rules for white people at michael brown vigil in torontorevealed via,Not HS,0
11190,. many gaslighted white men had asian girlfriends before they woke up from the brainwashing .,. many gaslighted white men had asian girlfriends before they woke up from the brainwashing .,Implicit HS,2
11191,european jewish congress slams polands lack of concern over anti-semitism,european jewish congress slams polands lack of concern over anti-semitism,Not HS,0
11192,[ video ] what are sexual orientation  gender identity ordinances anyway ?,[ video ] what are sexual orientation gender identity ordinances anyway ?,Not HS,0
11193,all the volcanoes are in that area  you want to genocide us white ppl ? lol,all the volcanoes are in that area you want to genocide us white ppl ? lol,Not HS,0
11194,demand is more so does it make sense ntto produce domestic gas and depend only on imports ? wont that hit the inflatn,demand is more so does it make sense ntto produce domestic gas and depend only on imports ? wont that hit the inflatn,Not HS,0
11195,so you're happy white people are getting scammed ?,so you're happy white people are getting scammed ?,Not HS,0
11196,freedom from religion found . files complaint against christian football coach dabo swinney,freedom from religion found . files complaint against christian football coach dabo swinney,Not HS,0
11197,another thing . a whole lot of posts about normies  but no deeper explanation of who these,another thing . a whole lot of posts about normies but no deeper explanation of who these,Not HS,0
11198,why can't the man be white and the women black ?,why can't the man be white and the women black ?,Not HS,0
11199,black democrats don't waste your time sending me nasty tweets . i support president trump fully and i'm not ashamed to say it proudly !,black democrats don't waste your time sending me nasty tweets . i support president trump fully and i'm not ashamed to say it proudly !,Not HS,0
11200,via clinton white house ignored 9/11 warnings #tcot,via clinton white house ignored 9/11 warnings tcot,Not HS,0
11201,someone in the media made the claim that 80 % of the people on the right were armed . i laughed.but rea,someone in the media made the claim that 80 % of the people on the right were armed . i laughed.but rea,Not HS,0
11202,"yes legal immigrants only. stop heroin traffic, jihadists, save jobs. a no brainer, no hrc no problems!","yes legal immigrants only. stop heroin traffic, jihadists, save jobs. a no brainer, no hrc no problems!",Implicit HS,2
11203,why hindus should boycott & 100 % they are anti hindu outfit,why hindus should boycott & 100 % they are anti hindu outfit,Not HS,0
11204,white people seemingly are the only truly altruistic ethnic group . ive seen more white people help complete strangers and animals with zero reciprocity.for a society bent on white genocide they would fall apart without us ..,white people seemingly are the only truly altruistic ethnic group . ive seen more white people help complete strangers and animals with zero reciprocity.for a society bent on white genocide they would fall apart without us ..,Implicit HS,2
11205,no  it's just for white people advocating for their interests .,no it's just for white people advocating for their interests .,Implicit HS,2
11206,pm narendra modi trashes opinion polls in last rally  says wind blowing bjps way via,pm narendra modi trashes opinion polls in last rally says wind blowing bjps way via,Not HS,0
11207,the confederate flag has nothing to do with being white  only being a white supremacist .,the confederate flag has nothing to do with being white only being a white supremacist .,Not HS,0
11208,the first settlers of ca were white spaniards,the first settlers of ca were white spaniards,Not HS,0
11209,you're an interesting person for sure and i feel sorry that you think that way .,you're an interesting person for sure and i feel sorry that you think that way .,Not HS,0
11210,. video of of punching commies at berkeley free speech rally . right wing safety squads #berkeleyprotest,. video of of punching commies at berkeley free speech rally . right wing safety squads berkeleyprotest,Not HS,0
11211,obama administration to deny public records requests on mateens jihad attack at the pulse,obama administration to deny public records requests on mateens jihad attack at the pulse,Not HS,0
11212,i don't think your numbers are correct on the majority white sa thing . i know southern brazil has a large white pop .,i don't think your numbers are correct on the majority white sa thing . i know southern brazil has a large white pop .,Not HS,0
11213," you got your words mixed up  there : jews & white trash [ <---  "" trash "" "" goes here ] . """," you got your words mixed up there : jews & white trash [ <--- "" trash "" "" goes here ] . """,Explicit HS,1
11214,there's a difference between enforcing immigration laws and advocating for a white ethno state in america  genius .,there's a difference between enforcing immigration laws and advocating for a white ethno state in america genius .,Not HS,0
11215,you read what i said  huh ? and you still think i said #crookedhillary is in prison ? people,you read what i said huh ? and you still think i said crookedhillary is in prison ? people,Not HS,0
11216,go fight for white existence without us white southerners and see how far you get .,go fight for white existence without us white southerners and see how far you get .,Implicit HS,2
11217,and you rwnutjobs always claim you are pro-life  but don't care that 13 millions have lost healthcare,and you rwnutjobs always claim you are pro-life but don't care that 13 millions have lost healthcare,Not HS,0
11218,hate-group watchdog : trump has ' white nationalist positions ' via,hate-group watchdog : trump has ' white nationalist positions ' via,Not HS,0
11219,hindus back to 1092  ghori  khilji  aibak ; dark ages if tsar bomba is not used in time,hindus back to 1092 ghori khilji aibak ; dark ages if tsar bomba is not used in time,Not HS,0
11220,"  "" i just want the freedom to live and work faithfully ... without fear of punishment . barronelle stutzman  florist """," "" i just want the freedom to live and work faithfully ... without fear of punishment . barronelle stutzman florist """,Not HS,0
11221,american is white and christian you meant  love .,american is white and christian you meant love .,Implicit HS,2
11222,american white christian terrorist,american white christian terrorist,Not HS,0
11223,another #trump & #prolife win ! house #ahca bill will defund planned parenthood : #foxnews #msnbc #cnn #nbc,another trump & prolife win ! house ahca bill will defund planned parenthood : foxnews msnbc cnn nbc,Not HS,0
11224,i think white people are waking up in unprecedented numbers,i think white people are waking up in unprecedented numbers,Implicit HS,2
11225,how #tatasons bailed out jaguar with indian taxpayers money ? #cyrusmistry #financialwarfare #eic2mnc,how tatasons bailed out jaguar with indian taxpayers money ? cyrusmistry financialwarfare eic2mnc,Not HS,0
11226,"it's mexifornia, land of hemp fields and socialistsvery anti-citizen and pro-illegals","it's mexifornia, land of hemp fields and socialistsvery anti-citizen and pro-illegals",Implicit HS,2
11227,#walker16 didn't #defundpp ! ? ! ? :/ /,walker16 didn't defundpp ! ? ! ? :/ /,Not HS,0
11228,if cities can ignore feds & create sanctuary for illegals then border states shld mobilize national guard to secure border.,if cities can ignore feds & create sanctuary for illegals then border states shld mobilize national guard to secure border.,Implicit HS,2
11229,"halt illegal immigration. curtail syrian immigration. provide safe zones in their country, no terrorist welcome to usa.","halt illegal immigration. curtail syrian immigration. provide safe zones in their country, no terrorist welcome to usa.",Implicit HS,2
11230,april is #whitehistory month ! here's some ideas on spreading the good word of #nationalsocialism - #workingclass,april is whitehistory month ! here's some ideas on spreading the good word of nationalsocialism - workingclass,Not HS,0
11231," thank god man . massive respect for you - to quote voltaire  "" it is dangerous to be right on matters in which the established authority is wrong . "" "" glad to have you on the team brother  god bless """," thank god man . massive respect for you - to quote voltaire "" it is dangerous to be right on matters in which the established authority is wrong . "" "" glad to have you on the team brother god bless """,Not HS,0
11232,too good to be true ? ? whitey fights back ! ! southern italian town world's ' only white town ' after ethnic cleansing,too good to be true ? ? whitey fights back ! ! southern italian town world's ' only white town ' after ethnic cleansing,Implicit HS,2
11233," trump is white . he's  "" racist "" "" by default.anti - racist is a code word for #antiwhite . """," trump is white . he's "" racist "" "" by default.anti - racist is a code word for antiwhite . """,Not HS,0
11234,you found the white -->,you found the white -->,Not HS,0
11235,it took a gay conservative for the media to finally expose the pedophilia problem in the gay community,it took a gay conservative for the media to finally expose the pedophilia problem in the gay community,Implicit HS,2
11236,the democrats let the moslems change all our books about them nice hug,the democrats let the moslems change all our books about them nice hug,Implicit HS,2
11237,: mi : qur'an-burning pastor jones jailed ovr planned mosque protest : jailed 4 planning a protest ?, : mi : qur'an-burning pastor jones jailed ovr planned mosque protest : jailed 4 planning a protest ?,Not HS,0
11238,these same indian jouranlists never asked tough questions to sonia gandhi .,these same indian jouranlists never asked tough questions to sonia gandhi .,Not HS,0
11239,looks like they expect more monkies to go for it than white people .,looks like they expect more monkies to go for it than white people .,Explicit HS,1
11240,they hate america because we are the antithesis of islam ..,they hate america because we are the antithesis of islam ..,Implicit HS,2
11241,"bravo.. you have to stop them at all cost, the muslim and the globalist.","bravo.. you have to stop them at all cost, the muslim and the globalist.",Implicit HS,2
11242,Find yourself an Asian girl. She'll be more docile.,find yourself an asian girl. she'll be more docile.,Implicit HS,2
11243,furthermore the video i linked is on the identity page of the identity europa website . try again .,furthermore the video i linked is on the identity page of the identity europa website . try again .,Not HS,0
11244,great. zero is a great number. i mean don't we have enough illegal immigrants to offset the legal immigrants?,great. zero is a great number. i mean don't we have enough illegal immigrants to offset the legal immigrants?,Implicit HS,2
11245,of course they did you just need to read up on it . obama had the black panthers,of course they did you just need to read up on it . obama had the black panthers,Not HS,0
11246,jared kushner a growing target of online anti-semitism  says adl,jared kushner a growing target of online anti-semitism says adl,Not HS,0
11247,you're in denial than all nonwhites hate you and like white genocide .,you're in denial than all nonwhites hate you and like white genocide .,Not HS,0
11248," heard of  "" white privilege "" "" ? the entire concept is to make white people feel bad that we are white . it's original sin for whites . """," heard of "" white privilege "" "" ? the entire concept is to make white people feel bad that we are white . it's original sin for whites . """,Implicit HS,2
11249," you  former head of  "" identity evropa  "" "" using the phrase "" "" disgusting white privilege  "" "" because you are intent on winning a twitter war  is 2017 white supremacists in a nutshell . """," you former head of "" identity evropa "" "" using the phrase "" "" disgusting white privilege "" "" because you are intent on winning a twitter war is 2017 white supremacists in a nutshell . """,Not HS,0
11250,he's deleting legitimately critical comments on his article .,he's deleting legitimately critical comments on his article .,Not HS,0
11251,agree been a taylor fan for a long time .,agree been a taylor fan for a long time .,Not HS,0
11252,white men are less than 40 % of the population and are over represented in mass shootings . white women are not mass shooting .,white men are less than 40 % of the population and are over represented in mass shootings . white women are not mass shooting .,Not HS,0
11253,black on white crime unveiled : via,black on white crime unveiled : via,Implicit HS,2
11254,blm needs a copy of that chart . blm should consider # of black children not committed to by their own fathers .,blm needs a copy of that chart . blm should consider of black children not committed to by their own fathers .,Not HS,0
11255,what's so bad for white men ?,what's so bad for white men ?,Not HS,0
11256,all white . all . white . and  by the way  america is already safe . safer every year .,all white . all . white . and by the way america is already safe . safer every year .,Implicit HS,2
11257,you mean 66k pro-white posts .,you mean 66k pro-white posts .,Not HS,0
11258,i'm white  southern  and proud ! !,i'm white southern and proud ! !,Not HS,0
11259,mim + aap = maha paap in delhiso delhite be warned #banmim,mim + aap = maha paap in delhiso delhite be warned banmim,Not HS,0
11260,racist islamophobia,racist islamophobia,Not HS,0
11261,and was 96 % white just a generation ago,and was 96 % white just a generation ago,Implicit HS,2
11262,"yes! wall sounds great. can keep mexicans from boats, tunnels and airplanes for a while longer? what about merpeople? wall off the ocean too","yes! wall sounds great. can keep mexicans from boats, tunnels and airplanes for a while longer? what about merpeople? wall off the ocean too",Implicit HS,2
11263,appreciate your gifts of humor and are hope and encouragement to my beautiful loving black & white family .,appreciate your gifts of humor and are hope and encouragement to my beautiful loving black & white family .,Not HS,0
11264,not go out of your way to insult the banner they still largely revere ?,not go out of your way to insult the banner they still largely revere ?,Not HS,0
11265,the north continually threatened the southern people  from 1830 on  that haiti was their fate  if they,the north continually threatened the southern people from 1830 on that haiti was their fate if they,Not HS,0
11266,' son of saul ' wins at golden globes via #withjewswelose,' son of saul ' wins at golden globes via withjewswelose,Implicit HS,2
11267,so you support gooks infiltrating and polluting the white gene pool ?,so you support gooks infiltrating and polluting the white gene pool ?,Explicit HS,1
11268," the  "" man's "" "" name is nathan damigo . he's a white supremacist . he sucker punched that woman . he's with <- pos racist cowards ! """," the "" man's "" "" name is nathan damigo . he's a white supremacist . he sucker punched that woman . he's with <- pos racist cowards ! """,Not HS,0
11269,female officer shot dead in paris by african wielding assault rifle and bullet-proof vest ',female officer shot dead in paris by african wielding assault rifle and bullet-proof vest ',Not HS,0
11270,: via : michelle obama wages hashtag counter-jihad #tcot she's #useless, : via : michelle obama wages hashtag counter-jihad tcot she's useless,Not HS,0
11271,i did not ask questions i am pointing out the criteria on which each supposed black spokesperson is measured by,i did not ask questions i am pointing out the criteria on which each supposed black spokesperson is measured by,Not HS,0
11272,i heard nathan damingo doesnt like black people,i heard nathan damingo doesnt like black people,Not HS,0
11273,simple rule of thumb ; if they don't openly say they are for the white race  its because they aren't  so drop them,simple rule of thumb ; if they don't openly say they are for the white race its because they aren't so drop them,Implicit HS,2
11274," replace  "" jew "" "" with "" "" cis white male "" "" and you sound no different from an sjw . """," replace "" jew "" "" with "" "" cis white male "" "" and you sound no different from an sjw . """,Implicit HS,2
11275,jews killed 100000  000 white christians,jews killed 100000 000 white christians,Not HS,0
11276,"if a man can cut off his penis and be a woman, then all categories are fair game.thank you liberals","if a man can cut off his penis and be a woman, then all categories are fair game.thank you liberals",Implicit HS,2
11277,looking for neo-nazis ? there's an app for that ! #swrm #nazis via,looking for neo-nazis ? there's an app for that ! swrm nazis via,Not HS,0
11278,sure  gonna add some step ups too since we got steps as well . might curl the rifle a few times as well . been doing arm circles all morning,sure gonna add some step ups too since we got steps as well . might curl the rifle a few times as well . been doing arm circles all morning,Not HS,0
11279,support now as cm of #bihar  support rjd to isolate nitish  lalu is still hindu politics like politics,support now as cm of bihar support rjd to isolate nitish lalu is still hindu politics like politics,Not HS,0
11280,give them jail time!,give them jail time!,Implicit HS,2
11281,the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,the klan is part off america i'm part off america they think is funny too peace out klan together . blacks kill we all do .,Implicit HS,2
11282,no  i want it to actually be solved and i want the whites peddling the degeneracy jailed or worse . i dont defend criminality .,no i want it to actually be solved and i want the whites peddling the degeneracy jailed or worse . i dont defend criminality .,Not HS,0
11283," >  "" @ sardaanarohit "" "" < is fake profile by aap """," > "" @user sardaanarohit "" "" < is fake profile by aap """,Not HS,0
11284,denmark . white america . someone honestly want to tell me the two aren't closer than mayans ?,denmark . white america . someone honestly want to tell me the two aren't closer than mayans ?,Implicit HS,2
11285,"how many times can you screw a blonde ? i do n't know , how much time you got ?","how many times can you screw a blonde ? i do n't know , how much time you got ?",Implicit HS,2
11286,did you ever really believe he was pro-white ?,did you ever really believe he was pro-white ?,Implicit HS,2
11287," robert  we refer to them as ... the  "" white muslins "" "" . """," robert we refer to them as ... the "" white muslins "" "" . """,Not HS,0
11288,"let them test my wall, will only test it onceelectrify the wall with extremely high voltage.","let them test my wall, will only test it onceelectrify the wall with extremely high voltage.",Implicit HS,2
11289,Wanna hear my favorite oximoron? Black people.,wanna hear my favorite oximoron? black people.,Implicit HS,2
11290,illegal aliens storm the beach in san diego  second attempt thwarted via #border #immigration #noamnesty,illegal aliens storm the beach in san diego second attempt thwarted via border immigration noamnesty,Implicit HS,2
11291,Yall need to chill. Racism is a crime. And crime is for black people,yall need to chill. racism is a crime. and crime is for black people,Implicit HS,2
11292,oh look. another lefty whom has an unnatural fixation upon sex. is that all your tiny kind can imagine?,oh look. another lefty whom has an unnatural fixation upon sex. is that all your tiny kind can imagine?,Implicit HS,2
11293,god blesses all people regardless of skin or gender . your spirituality is sexist in th,god blesses all people regardless of skin or gender . your spirituality is sexist in th,Not HS,0
11294,the girl is bernile nienau . she and der fhrer share the same day of birth . she's jewish btw .,the girl is bernile nienau . she and der fhrer share the same day of birth . she's jewish btw .,Not HS,0
11295,minneapoliss first somali policeman murders white woman : no media racist uproar via,minneapoliss first somali policeman murders white woman : no media racist uproar via,Implicit HS,2
11296,"the problem is that people like her, who are naive & ignorant about islam, affect not only their own safety, but everyone else's as well.","the problem is that people like her, who are naive & ignorant about islam, affect not only their own safety, but everyone else's as well.",Implicit HS,2
11297,you can bank on major university cities  like columbia  mo  bloomington  in  and charlottesville  va to be more or less marxist .,you can bank on major university cities like columbia mo bloomington in and charlottesville va to be more or less marxist .,Not HS,0
11298,cruz said kasich should leave because he couldn't get to 1237 . now he can't get to 1237 . drop out lyin ' ted .,cruz said kasich should leave because he couldn't get to 1237 . now he can't get to 1237 . drop out lyin ' ted .,Not HS,0
11299,"they are ugly, defective people. nobody likes that.","they are ugly, defective people. nobody likes that.",Explicit HS,1
11300,white man invades mosque,white man invades mosque,Not HS,0
11301,augustus invictus holds confederate memorial day rally in orlando  fl via,augustus invictus holds confederate memorial day rally in orlando fl via,Not HS,0
11302,black youths march in peoria  il screaming  we need to kill all white people ! if only white people could be as united .,black youths march in peoria il screaming we need to kill all white people ! if only white people could be as united .,Implicit HS,2
11303,#hindurise will we wait till #diwali is banned & #navratri cancelled ? ? stupid hindus wake up before it is too late,hindurise will we wait till diwali is banned & navratri cancelled ? ? stupid hindus wake up before it is too late,Explicit HS,1
11304,: i replied to one of potus's tweets that he needs to condemn antifa . if he lashes out at the alt right  the,: i replied to one of potus's tweets that he needs to condemn antifa . if he lashes out at the alt right the,Not HS,0
11305,black-white violence is one-sided  yet media trumpet blm myths . reality : anti-white hatred  no-go zones for whites . #blmkidnapping,black-white violence is one-sided yet media trumpet blm myths . reality : anti-white hatred no-go zones for whites . blmkidnapping,Implicit HS,2
11306,congratulate shri on opening up #fdi in #key growth sectors & boosting to achieve double digit growth,congratulate shri on opening up fdi in key growth sectors & boosting to achieve double digit growth,Not HS,0
11307,good time to load them all on busses and send them home .,good time to load them all on busses and send them home .,Implicit HS,2
11308,with white supremacy as your argument ?,with white supremacy as your argument ?,Not HS,0
11309,"thats called naxalt, retard. of course there exists a bell curve upon which there are blacks with high iqs but the average is far lower than whites and the vast majority sit at the average","thats called naxalt, retard. of course there exists a bell curve upon which there are blacks with high iqs but the average is far lower than whites and the vast majority sit at the average",Implicit HS,2
11310,white supremacists like our favorite based stickman,white supremacists like our favorite based stickman,Not HS,0
11311,so de blasio says the media divides us . nope mayor its the race baiting white guilt garbage peddling victim mentality liberals dividing us !,so de blasio says the media divides us . nope mayor its the race baiting white guilt garbage peddling victim mentality liberals dividing us !,Not HS,0
11312,liberal white people forgot they are white . tearing their own race down is how they roll .,liberal white people forgot they are white . tearing their own race down is how they roll .,Implicit HS,2
11313,few of those people reproduce anyway,few of those people reproduce anyway,Not HS,0
11314,"  "" white ppl have a right to x "" "" is a gay  ineffective talking point . no race got anywhere by begging for their "" "" rights "" "" to be respected """," "" white ppl have a right to x "" "" is a gay ineffective talking point . no race got anywhere by begging for their "" "" rights "" "" to be respected """,Explicit HS,1
11315,so ... my tattoos negate my heritage and will to protect and promote it ? sounds like exclusionary faggotry to me if that's the case .,so ... my tattoos negate my heritage and will to protect and promote it ? sounds like exclusionary faggotry to me if that's the case .,Not HS,0
11316,"the french are dedicated to foolishness, not knowledge:","the french are dedicated to foolishness, not knowledge:",Explicit HS,1
11317,and replace ? we don't deport or kill one white person for every immigrant that arrives ! i'm sorry change bothers you  but get a grip,and replace ? we don't deport or kill one white person for every immigrant that arrives ! i'm sorry change bothers you but get a grip,Not HS,0
11318,what does israel have to do with faith  family  and freedom ?,what does israel have to do with faith family and freedom ?,Not HS,0
11319,population control with harsh means is top agenda . restore hindu population proportion of 1947 . no voting right if more chldn,population control with harsh means is top agenda . restore hindu population proportion of 1947 . no voting right if more chldn,Not HS,0
11320,: great video resource on the nature of #marriage from #humanum,: great video resource on the nature of marriage from humanum,Not HS,0
11321,white people hate divesity but yet still go to non-white countries / continents . #dumblogic #hypocrites,white people hate divesity but yet still go to non-white countries / continents . dumblogic hypocrites,Implicit HS,2
11322,how about the black ' n white minstrels ?,how about the black ' n white minstrels ?,Not HS,0
11323,Did you hear about the two car pile up in Mexico? 200 Mexicans died.,did you hear about the two car pile up in mexico? 200 mexicans died.,Implicit HS,2
11324,that guy goes to my university lol nathan damigo as much as i dislike the dude for creating idk lol,that guy goes to my university lol nathan damigo as much as i dislike the dude for creating idk lol,Not HS,0
11325,why gang for every race + ab jews ... but no white aryans ? because u lost ... the biggest among u will die . but props to,why gang for every race + ab jews ... but no white aryans ? because u lost ... the biggest among u will die . but props to,Not HS,0
11326,who is he ? ? what hunting people down for ? ? ? ... must be with the kkk this one of yall ? ? ?,who is he ? ? what hunting people down for ? ? ? ... must be with the kkk this one of yall ? ? ?,Not HS,0
11327,most recent fake feminist luring unschooled into mohammed trap of subjugation & abuse ; learn kill plan at,most recent fake feminist luring unschooled into mohammed trap of subjugation & abuse ; learn kill plan at,Implicit HS,2
11328," the best way to actually fight against  "" revolutionary "" "" movements . is to practice secessi """," the best way to actually fight against "" revolutionary "" "" movements . is to practice secessi """,Not HS,0
11329," 2 ) rational white nationalists like jared taylor come around . they're message goes from  "" america is an oppressive country "" "" to ... """," 2 ) rational white nationalists like jared taylor come around . they're message goes from "" america is an oppressive country "" "" to ... """,Not HS,0
11330,look how happy she is  tears of joy . #nazi #nazis4lyfe,look how happy she is tears of joy . nazi nazis4lyfe,Implicit HS,2
11331,you say racist like its a bad thing . sorry mate  race and racial difference is a fact of life,you say racist like its a bad thing . sorry mate race and racial difference is a fact of life,Not HS,0
11332,exactly . to be white & conservative  to any degree  is to be racist in their eyes . conservative christi,exactly . to be white & conservative to any degree is to be racist in their eyes . conservative christi,Not HS,0
11333,this is like a zoo with unfriendly & agitated animals!!! god help us!!! they need to go back where they came!!,this is like a zoo with unfriendly & agitated animals!!! god help us!!! they need to go back where they came!!,Implicit HS,2
11334,russian football fan leader ' probably ' expelled from france  for second time  on tuesday,russian football fan leader ' probably ' expelled from france for second time on tuesday,Not HS,0
11335,white people said sorry .,white people said sorry .,Not HS,0
11336,audible white chocolate .,audible white chocolate .,Not HS,0
11337,why is #whitelivesmatter racist ? it isn't ...,why is whitelivesmatter racist ? it isn't ...,Implicit HS,2
11338,far-right austrian leader tours israel with jewish sidekick via,far-right austrian leader tours israel with jewish sidekick via,Not HS,0
11339,the problem is  the us has been a white country  and non-whit,the problem is the us has been a white country and non-whit,Implicit HS,2
11340," #cair believes in #sharia so they don't get a say on what's  "" constitutional "" "" #poundsand """," cair believes in sharia so they don't get a say on what's "" constitutional "" "" poundsand """,Not HS,0
11341,daily terrorism the new normal in the lands of diversity  aka white countries & only white countries .,daily terrorism the new normal in the lands of diversity aka white countries & only white countries .,Implicit HS,2
11342,will hillary disavow her white racist supporters ? why not ?,will hillary disavow her white racist supporters ? why not ?,Not HS,0
11343,is capitalism the death warrant of the white race or is capitalism simply a means for western society to function without prejudice ?,is capitalism the death warrant of the white race or is capitalism simply a means for western society to function without prejudice ?,Implicit HS,2
11344,rip white race ? europe may well be on its last legs  germany may become banana republic without,rip white race ? europe may well be on its last legs germany may become banana republic without,Implicit HS,2
11345,nations are people of common descent  language and culture . not all di,nations are people of common descent language and culture . not all di,Not HS,0
11346,we love you jared ! thank you for everything you do and that you've done for our people !,we love you jared ! thank you for everything you do and that you've done for our people !,Not HS,0
11347,white genocide in america 1960-2060 #swrm #whitegenocide #america via,white genocide in america 1960-2060 swrm whitegenocide america via,Implicit HS,2
11348,people today just assume if you're white your,people today just assume if you're white your,Not HS,0
11349,"I just don't understand it. I think you must just be doing it for attention. When this phase is over and you go back to putting effort into your appearance, you can be treated with respect.","i just don't understand it. i think you must just be doing it for attention. when this phase is over and you go back to putting effort into your appearance, you can be treated with respect.",Implicit HS,2
11350,fingerprints can reveal if you are black or white via,fingerprints can reveal if you are black or white via,Not HS,0
11351,you never saw the movie . spoiler alert stupid ... she ends up with a white guy . you're so typical .,you never saw the movie . spoiler alert stupid ... she ends up with a white guy . you're so typical .,Not HS,0
11352,germany : non-white in one generation | read more : via,germany : non-white in one generation | read more : via,Not HS,0
11353,so anyone black person who speaks out against white supremacy is like a white supremacist ? your logic makes no sense to me ...,so anyone black person who speaks out against white supremacy is like a white supremacist ? your logic makes no sense to me ...,Not HS,0
11354,sorry obama  harvard study says poor muslims are less likely to be terrorists ! !,sorry obama harvard study says poor muslims are less likely to be terrorists ! !,Not HS,0
11355,hurry! why travel to middle east? enjoy thrill of beheading & rapes right in your town!! vote for hillary.,hurry! why travel to middle east? enjoy thrill of beheading & rapes right in your town!! vote for hillary.,Implicit HS,2
11356,salient points of speech by hon'ble prime minister  shri narendra modi addressing public meetings at tinsukia  ...,salient points of speech by hon'ble prime minister shri narendra modi addressing public meetings at tinsukia ...,Not HS,0
11357,"want to know something funny? islamic traders showed them the wheel, they were just too lazy to adopt i","want to know something funny? islamic traders showed them the wheel, they were just too lazy to adopt i",Implicit HS,2
11358,white and black is none of our business ; only aryans are invited,white and black is none of our business ; only aryans are invited,Implicit HS,2
11359,"ripping off welfare, free lunches, school programs, bi - lingual teachers required =higher taxes. if they don't get it they sue. get out!","ripping off welfare, free lunches, school programs, bi - lingual teachers required =higher taxes. if they don't get it they sue. get out!",Implicit HS,2
11360,"  "" if you aren't nice to these peaceful people they will kill you in your sl """," "" if you aren't nice to these peaceful people they will kill you in your sl """,Not HS,0
11361,attn : all white people : here's your wake up call >,attn : all white people : here's your wake up call >,Not HS,0
11362,shri is hindu minded and he will take right action  some in bjp are useless no doubt .,shri is hindu minded and he will take right action some in bjp are useless no doubt .,Implicit HS,2
11363,to mark international holocaust remembrance day  i ask people to consider the lessons of how anger  demagoguery  & hate led to those events .,to mark international holocaust remembrance day i ask people to consider the lessons of how anger demagoguery & hate led to those events .,Not HS,0
11364,yeah kkk lets get them dirty bastards,yeah kkk lets get them dirty bastards,Implicit HS,2
11365,. the white man's conscience will be his undoing .,. the white man's conscience will be his undoing .,Not HS,0
11366,spoken like a true apologist for islamic supremacism .,spoken like a true apologist for islamic supremacism .,Implicit HS,2
11367,the enemy makes it clear what they hate and its us white folks and our heritage . war has been declared on us !,the enemy makes it clear what they hate and its us white folks and our heritage . war has been declared on us !,Implicit HS,2
11368,well you are disparaging non white people  but i guess the confusion is that you don't consider them actual people .,well you are disparaging non white people but i guess the confusion is that you don't consider them actual people .,Not HS,0
11369,for the record  i never had any confidence in the #trucons . i wrote my predictions of a trump presidency last september :,for the record i never had any confidence in the trucons . i wrote my predictions of a trump presidency last september :,Not HS,0
11370,tourism is the most job intensive sector and india has such potential . modi always spoke abut it but has appointed such clueless minister,tourism is the most job intensive sector and india has such potential . modi always spoke abut it but has appointed such clueless minister,Not HS,0
11371,trump must purge the cucks ( priebus et al . ) and surround himself with people who are loyal to him personally .,trump must purge the cucks ( priebus et al . ) and surround himself with people who are loyal to him personally .,Not HS,0
11372,and wealthy whites will have to go with us or risk having the marxists confiscate all of their wealth to give to -,and wealthy whites will have to go with us or risk having the marxists confiscate all of their wealth to give to -,Implicit HS,2
